hgnc_symbol	affy_primeview
KRT18P43	
SAMD7	11715109_at
ZFYVE9	11738130_a_at
ZFYVE9	11730983_a_at
ZFYVE9	11730984_a_at
ZFYVE9	
H3P8	
RPL13AP12	
GLYATL1	11751769_a_at
GLYATL1	11750184_at
GLYATL1	11751015_a_at
GLYATL1	11742115_a_at
GLYATL1	
MTCO1P17	
MTCO2P17	
MTATP6P17	
CLEC2B	11721302_a_at
CLEC2B	11721303_at
CLEC2B	
MTCO3P17	
MTND3P17	
MTND4LP17	
MTND4P30	
MTCO1P54	
KLRF2	
FAM117B	11726460_at
FAM117B	11726459_at
FAM117B	
CLEC2A	11738774_a_at
CLEC2A	11751834_a_at
CLEC2A	11738775_at
SEC62	
SEC62	11731454_a_at
SEC62	11752899_s_at
SEC62	11731452_s_at
SEC62	11747209_s_at
SEC62	11731453_at
SEC62	11731451_at
SEC62	11731449_s_at
SEC62	11758436_s_at
SEC62	11731450_s_at
CLEC12A-AS1	
CLEC12A	11729479_a_at
CLEC12A	11753241_s_at
CLEC12A	11762101_at
	11732503_x_at
SPTBN1-AS2	
EML6-AS1	
RNU7-81P	
TTC39DP	
ZNF512	11717882_a_at
ZNF512	11757695_s_at
ZNF512	11747470_a_at
ZNF512	11745487_a_at
ZNF512	
PDPN	11724736_x_at
PDPN	11724735_a_at
PDPN	11724737_a_at
PDPN	
SMIM35	
	11736837_a_at
MIR3164	
TMEM138	11756133_a_at
TMEM138	11761397_at
TMEM138	11761398_x_at
TMEM138	
SEC62-AS1	
GPR160	11727146_at
GPR160	
CHFR	11746326_a_at
CHFR	11754672_a_at
CHFR	
TMCO4	11722524_s_at
TMCO4	11722523_a_at
TMCO4	
RN7SL23P	
MIR4488	
RIC3-DT	
LMO1	11728452_a_at
CCDC121	11729430_at
CCDC121	
RNU4-38P	
KMT5AP3	
LRRIQ4	11737674_at
GPN1	
GPN1	11741764_a_at
GPN1	11741212_a_at
GPN1	11723218_s_at
TEX264	
TEX264	11727851_a_at
TEX264	11727852_x_at
STK33	11755547_a_at
STK33	
HYI	11744584_a_at
HYI	
RNA5SP132	
GRM2	11750449_a_at
GRM2	11729841_a_at
GRM2	
LINC00670	
TMC8	
TMC8	11721927_at
TMC8	11750744_a_at
TMC8	11749563_a_at
IQCF6	11732101_at
IQCF3	11755744_a_at
NCBP2	
NCBP2	11740054_s_at
NCBP2	11747324_s_at
NCBP2	11747323_x_at
NCBP2	11751520_x_at
NCBP2	11715960_x_at
ADGRB2	11753136_a_at
ADGRB2	11721729_a_at
ADGRB2	
SUPT7L	11716857_at
SUPT7L	11756382_a_at
SUPT7L	11758029_s_at
MTND6P35	
MTCYBP13	
MTND1P15	
MTND2P13	
SLC20A1-DT	
NMTRS-TGA3-1	
MTATP6P3	
NCBP2-AS1	
MTCO3P13	
NCBP2AS2	
RN7SL210P	
PIGZ	11750143_a_at
PIGZ	11744319_a_at
PIGZ	11744320_at
PIGZ	
CSH1	11742653_x_at
CSH1	11742406_x_at
CSH1	11742994_x_at
CSH1	11734709_x_at
CSH1	11745920_x_at
CSH1	11756755_x_at
CSH1	11740165_x_at
ADRA2B	11737497_at
CARNS1	
CARNS1	11747651_a_at
CARNS1	11748369_a_at
CARNS1	11727338_a_at
RPS11P5	11745362_x_at
RPS11P5	11715376_a_at
RNU6-327P	
GPAT2	11738633_x_at
GPAT2	11738632_s_at
GPAT2	11760891_s_at
GPAT2	
CHFR-DT	
RPSAP69	
ZNF605	11720742_a_at
ZNF605	11720741_a_at
ZNF605	
RYBP	11757579_s_at
RYBP	11717540_a_at
RYBP	11717539_at
RYBP	11717538_a_at
TSC22D2	11735128_a_at
TSC22D2	11748213_a_at
TSC22D2	11750085_a_at
TSC22D2	11748214_a_at
TSC22D2	11754933_s_at
TSC22D2	11761804_at
TSC22D2	
NANOGNBP2	
CD79B	11719221_a_at
CD79B	
CD79B	11761230_x_at
CD79B	11761229_at
ZNF26	
ZNF26	11741361_a_at
ZNF26	11741362_a_at
BCAS2P1	
COL6A6	11756896_a_at
COL6A6	
	11722295_at
ANKRD42-DT	
RNU4ATAC12P	
PTP4A1P2	
ZNF84	11722324_a_at
ZNF84	11722325_a_at
ZNF84	
PCF11-AS1	
ANKRD42	11741708_at
ANKRD42	11760226_a_at
ANKRD42	
SLC13A2	11732085_a_at
SLC13A2	11735700_a_at
SLC13A2	
LINC00941	
PPIAP44	
LINC02387	
DENND5B	11725602_at
DENND5B	11744667_a_at
DENND5B	
DENND5B	11759979_at
MAP4K3	11749687_a_at
MAP4K3	11746091_a_at
MAP4K3	11721362_a_at
MAP4K3	
	11762959_at
CKS1BP4	11754031_s_at
RPL32P24	
PCF11	11722295_at
PCF11	11755004_a_at
PCF11	
KRBOX1	
FOXN1	11741474_at
WRAP53	11719306_a_at
WRAP53	11761638_at
ZNF662	11736391_a_at
ZNF662	11740845_x_at
ZNF662	11736390_a_at
ZNF662	
KRBOX1-AS1	
RNU6-618P	
SNRK	11747861_a_at
SNRK	11719046_a_at
SNRK	
ANKRD49P2	
DENND5B-AS1	
RNU5F-4P	
RPL31P50	
AK4P3	11754959_a_at
AK4P3	11731833_a_at
AK4P3	
GOLGA3	11716690_x_at
GOLGA3	11744706_x_at
GOLGA3	11716689_s_at
GOLGA3	11745528_a_at
GOLGA3	11716688_at
GOLGA3	11744704_s_at
GOLGA3	11744705_a_at
GOLGA3	11761452_at
GOLGA3	
RN7SL517P	
SNRK-AS1	
BTBD18	11737677_at
BTBD18	11745583_a_at
GASK1A	11736840_at
GASK1A	11736839_at
GASK1A	
GASK1A	11762959_at
SPTY2D1OS	
POMGNT2	11731777_a_at
BAHCC1	11742415_a_at
BAHCC1	
HRH1	11730363_a_at
HRH1	11737051_a_at
HRH1	11737050_x_at
HRH1	11730364_a_at
HRH1	
NTNG1	11738416_a_at
NTNG1	11757603_a_at
NTNG1	11735463_a_at
NTNG1	
CHCHD4P4	
ATG7	
ATG7	11740814_a_at
ATG7	11750782_a_at
ATG7	11727027_a_at
LBHD1	11718063_a_at
LBHD1	11749923_a_at
LBHD1	
TMC6	11752638_x_at
TMC6	11761269_x_at
TMC6	11752637_a_at
TMC6	11719431_a_at
TMC6	
TMC6	11761568_at
TMC6	11761569_x_at
TMC6	11761798_a_at
TMC6	11761799_x_at
AQP12A	11735821_s_at
PKP4	11743914_a_at
PKP4	11754620_s_at
PKP4	11756270_x_at
PKP4	11756548_s_at
PKP4	
CARD16	11750552_s_at
CARD16	11736761_at
CARD16	11737078_a_at
CWF19L2	11724823_s_at
CWF19L2	11724822_a_at
CWF19L2	11752229_a_at
CWF19L2	
YY1AP1	11745899_x_at
YY1AP1	11745508_x_at
YY1AP1	11746123_x_at
YY1AP1	11748389_s_at
YY1AP1	11745497_s_at
YY1AP1	11744528_s_at
YY1AP1	11750142_x_at
YY1AP1	11745900_s_at
YY1AP1	11744344_x_at
VGLL4	11715977_a_at
VGLL4	11752788_a_at
VGLL4	11715976_a_at
VGLL4	
IMMT	11715553_s_at
IMMT	11752789_s_at
IMMT	11747392_x_at
IMMT	11715552_a_at
IMMT	11750128_s_at
IMMT	11752417_a_at
IMMT	
PAX6	11754849_a_at
PAX6	11722466_s_at
PAX6	11722467_s_at
PAX6	
STAT5B	11720228_at
STAT5B	11720229_a_at
STAT5B	11759969_at
STAT5B	11759970_x_at
STAT5B	
ILF3	11750988_a_at
ILF3	11722560_a_at
ILF3	11718547_a_at
ILF3	11718549_a_at
ILF3	11718548_x_at
ILF3	11718546_s_at
ILF3	11740781_a_at
ILF3	11754908_a_at
ILF3	
CYBC1	11754942_x_at
CYBC1	
ACTR2	11743581_s_at
ACTR2	11739033_a_at
ACTR2	11743580_s_at
ACTR2	11745442_x_at
ACTR2	11748806_x_at
ACTR2	11739035_x_at
ACTR2	11739032_x_at
ACTR2	11739031_s_at
ACTR2	11739034_s_at
ACTR2	
CLK1	11716325_a_at
CLK1	11744828_a_at
CLK1	11744827_a_at
CLK1	
RASAL1	11731058_a_at
RASAL1	11750696_a_at
RASAL1	
RPTOR	11745456_a_at
RPTOR	11752252_a_at
RPTOR	11760476_at
RPTOR	11722497_a_at
RPTOR	11722498_s_at
RPTOR	11722496_a_at
RPTOR	
THRB-AS1	
EIF3KP2	
RN7SL216P	
RNA5SP125	
CFL1P7	
CAB39	11715999_a_at
CAB39	11745552_a_at
CAB39	11715998_s_at
CAB39	
RNA5SP126	
H3P10	
RARB	11722116_a_at
RARB	11751131_a_at
RARB	
RARB	11762052_s_at
XIRP2	11726880_a_at
XIRP2	11746189_a_at
ATF2	11750233_a_at
ATF2	11763586_s_at
ATF2	11750480_a_at
ATF2	11739868_a_at
ATF2	
ATF2	11761942_at
R3HDM2	11746166_x_at
R3HDM2	11752408_a_at
R3HDM2	11746165_a_at
R3HDM2	
FPR1	11758095_s_at
FPR1	11762622_at
LPO	11755913_a_at
LPO	11762180_x_at
LPO	
TYK2	11757379_a_at
TYK2	
MPO	11727443_at
MPO	11727442_at
MPO	
NDUFA4L2	11717202_x_at
NDUFA4L2	
SNRPF	11717013_a_at
SNRPF	11753840_x_at
SNRPF	11717014_x_at
SNRPF	11763977_x_at
SNRPF	11758764_at
TSPOAP1	11729468_a_at
TSPOAP1	11755370_x_at
TSPOAP1	11737364_a_at
TSPOAP1	11763495_s_at
TSPOAP1	
NXPE3	
NXPE3	11741078_x_at
NXPE3	11735150_x_at
NXPE3	11744630_a_at
NXPE3	11735151_a_at
KLRC4	11734585_at
ANKRD65	11732653_x_at
ANKRD65	
PAN2	11744463_a_at
PAN2	11718786_a_at
PAN2	
NFKBIZ	11735151_a_at
NFKBIZ	11757513_at
NFKBIZ	
SNAP47	11744621_s_at
SNAP47	
ZNF550	
ZNF550	11756990_a_at
TPRX2	
SULT2A1	11730277_at
SULT2A1	11730276_at
C19orf54	11753384_a_at
C19orf54	11753385_x_at
C19orf54	11748175_x_at
C19orf54	11755942_x_at
C19orf54	
LINC02085	
B4GALT2	
B4GALT2	11718715_a_at
B4GALT2	11718714_x_at
B4GALT2	11737660_a_at
B4GALT2	11737661_x_at
TRMT10C	11756388_s_at
TRMT10C	11758210_s_at
ZBTB11	11723141_at
ZBTB11	11723140_at
ZBTB11	
OLFML2B	11749326_s_at
OLFML2B	11749325_a_at
OLFML2B	11720440_at
OLFML2B	11720441_x_at
SNRPA	11748453_x_at
SNRPA	11756298_a_at
SNRPA	11756299_x_at
SNRPA	11744270_a_at
SNRPA	
MIR142	
TTC24	11740348_at
TTC24	
MIR4736	
SUPT4H1	11717343_a_at
SUPT4H1	11717342_a_at
ATP13A3	11720136_s_at
ATP13A3	
IL20	11753698_a_at
IL20	11731392_at
MIA	11732966_a_at
MIA	
	11717343_a_at
	11717342_a_at
	11720449_a_at
RNF43	11758834_at
RNF43	11750672_a_at
RNF43	11720450_a_at
RNF43	11756284_x_at
RNF43	11720449_a_at
RNF43	11760630_at
RNF43	
DNASE2B	11728109_a_at
ITPKC	11720127_s_at
ITPKC	
CDHR4	11732856_at
CDHR4	11762201_x_at
OR2L2	11735953_at
OR2L3	11759267_at
OR2L3	11738502_s_at
LIMA1	11716226_a_at
LIMA1	11745289_a_at
LIMA1	11716225_a_at
LIMA1	
	11720366_at
	11730531_at
OR2M4	11742159_at
MANEAL	11733629_a_at
MANEAL	11741676_at
MANEAL	11751313_a_at
MANEAL	11741677_x_at
FDX2	11720366_at
FDX2	
UNC13D	11752000_x_at
UNC13D	11749476_x_at
UNC13D	11722722_a_at
UNC13D	11722723_x_at
UNC13D	
INKA1	11724713_at
UBA7	11718608_at
UBA7	
	11718409_a_at
NIF3L1	11753336_a_at
NIF3L1	
NIF3L1	11716465_a_at
MAST1	
MAST1	11728467_at
MAST1	11728468_at
MIR5193	11718608_at
TRAIP	11755941_a_at
TRAIP	
TRAIP	11762212_at
RNF34	11717384_a_at
RNF34	
RNF34	11761046_at
PLA2G4C	11762825_x_at
PLA2G4C	11721564_a_at
PLA2G4C	
PLA2G4C	11762824_at
CYP20A1	11733287_a_at
CYP20A1	11748371_a_at
CYP20A1	
CYP20A1	11733286_s_at
LINC02397	
OR2T35	11738726_s_at
OR10K2	11742603_at
NUP107-DT	
IRF2BP2	11719473_s_at
IRF2BP2	11719472_s_at
IRF2BP2	11756646_a_at
IRF2BP2	11742676_a_at
IRF2BP2	11757683_a_at
	11744351_a_at
LINC00324	
FZD10-AS1	
RBM15	11726949_s_at
RBM15	11744923_s_at
RBM15	11763138_x_at
RBM15	11753813_s_at
RBM15	11760075_s_at
CTC1	11734895_at
CTC1	11734894_at
CTC1	
LINC01619	
LINC01619	11733022_at
JMJD4	11725623_s_at
JMJD4	11725622_s_at
KLHDC7A	11755226_s_at
MTX1	11719875_x_at
TMPO-AS1	
PLA2G4C-AS1	
ZSWIM9	
CAMKV	11755824_a_at
CAMKV	11755825_s_at
CAMKV	11745734_x_at
CAMKV	11745733_a_at
CAMKV	11751607_a_at
CAMKV	11749231_a_at
LINC02458	
ARL8A	11736109_at
ARL8A	11736110_a_at
ARL8A	11736108_at
CARD8	11761100_s_at
CARD8	11755070_a_at
CARD8	11747703_x_at
CARD8	11746906_s_at
CARD8	11746055_a_at
CARD8	11747437_a_at
CARD8	11740035_a_at
CARD8	11740036_at
CARD8	11763365_x_at
CARD8	11760244_a_at
CARD8	
RASSF8-AS1	
GPR37L1	
GPR37L1	11734711_at
GPR37L1	11749533_a_at
SNX27	11754618_a_at
SNX27	11717177_a_at
SNX27	11717176_at
SNX27	
NCKAP5	11731136_a_at
NCKAP5	
MIR194-2HG	
LINC02454	
LINC02731	
LINC00900	
PGAM1P5	
THAP4	11757073_s_at
THAP4	
CD44-DT	
SLC38A4-AS1	
IRAG1-AS1	11757110_a_at
CD63-AS1	
C2CD5-AS1	
POTEE	11742182_x_at
POTEE	11757100_s_at
POTEE	
NAV2-AS2	
LRP4-AS1	
NLRP1	11731880_at
NLRP1	11731879_a_at
NLRP1	11744351_a_at
NLRP1	11737423_a_at
NLRP1	
CCDC83	11733502_a_at
CCDC83	
GPRC5D-AS1	
RN7SL217P	
ACTL11P	
MST1R	11725019_a_at
MST1R	11749262_a_at
MST1R	11749743_a_at
MST1R	11752174_a_at
MST1R	
CELF3	11732613_a_at
CELF3	11732614_a_at
CELF3	11755991_x_at
CELF3	11732612_a_at
CELF3	
GPRC5D	11743208_at
INHBE	
INHBE	11736262_at
SYTL2	11755671_a_at
SYTL2	11731755_a_at
SYTL2	
CAPRIN2	11762876_x_at
CAPRIN2	11755448_s_at
CAPRIN2	11749098_a_at
CAPRIN2	
PMS1	11748262_a_at
PMS1	11721699_a_at
PMS1	11748651_a_at
PMS1	11763518_x_at
PMS1	11748652_x_at
PMS1	11761201_x_at
PMS1	11762952_x_at
RIIAD1	11735858_a_at
MRPL9	11720484_a_at
MRPL9	11762152_at
MRPL9	11762153_x_at
MRPL9	
MRPL9	11760328_a_at
MON1A	11723457_a_at
MON1A	
OAZ3	11727229_a_at
OAZ3	
CARD8-AS1	
ZNF114-AS1	
ZNF114	11741382_a_at
ZNF114	11752378_x_at
ZNF114	
RBM6	11756415_x_at
RBM6	11717336_a_at
RBM6	11750904_a_at
RBM6	
ODAD1	11730153_at
ODAD1	
LINGO4	11737461_at
C2CD4D-AS1	
THEM5	11736949_at
THEM4	11758326_s_at
THEM4	11743092_at
THEM4	
KRT8P28	
S100A10	11743113_x_at
S100A10	11743112_at
NBPF18P	
EMP3	11718140_a_at
EMP3	
STIL	11751932_x_at
STIL	11732661_x_at
STIL	
KRTAP4-6	
IGBP1P2	11742295_x_at
IGBP1P2	11742294_at
TBC1D3K	11757087_x_at
LIG1	11752816_a_at
LIG1	11744398_a_at
LIG1	11749423_a_at
LIG1	11724492_a_at
LIG1	11745979_a_at
LIG1	11747796_a_at
LIG1	
KRTAP4-7	11742373_s_at
OR1R1P	
KRTAP2-2	11756031_s_at
TMEM238L	
KRT26	11738546_at
ANKRD36	11753238_x_at
ANKRD36	11763366_s_at
ANKRD36	11745319_s_at
ANKRD36	11746606_s_at
ANKRD36	11740038_s_at
ANKRD36	11755899_x_at
ANKRD36	11759886_x_at
ANKRD36	11754694_a_at
ANKRD36	11745320_x_at
TBC1D3D	11758312_x_at
TBC1D3D	11757087_x_at
TBC1D3D	11755150_x_at
TBC1D3D	11757292_x_at
TBC1D3D	11758345_x_at
TNFSF12	11719911_at
TNFSF12	
CFLAR	11756996_x_at
CFLAR	11753252_a_at
CFLAR	11746342_a_at
CFLAR	11752428_x_at
CFLAR	11754126_x_at
CFLAR	11746300_x_at
CFLAR	11753152_x_at
CFLAR	11720275_a_at
CFLAR	11763231_at
CFLAR	
TNFSF12-TNFSF13	11730090_a_at
TNFSF12-TNFSF13	11753321_a_at
VAT1	11720305_a_at
VAT1	11757313_s_at
VAT1	
RND2	11724854_at
RND2	11724855_at
RND2	
RPL21P4	
NBR2	11754260_a_at
NBR2	11749448_x_at
NBR2	11749447_a_at
BRCA1P1	
NBR1	11738519_x_at
NBR1	11747268_s_at
NBR1	11742199_s_at
NBR1	11752179_s_at
NBR1	11735119_x_at
NBR1	
NBR1	11760863_at
C1orf68	11740982_at
LCEP2	
LCEP1	
LCE1F	11715243_x_at
LCE1F	11759471_x_at
LCE1F	11759470_at
LCE1E	
LCE1E	11735685_at
LCE1D	11715241_s_at
NCDN	11741249_a_at
NCDN	11724279_a_at
NCDN	11724278_a_at
NCDN	
RBM5	11763377_a_at
RBM5	
RBM5	11754588_a_at
RBM5	11716008_x_at
RBM5	11716007_a_at
RBM5	11752280_a_at
RBM5	11752281_x_at
TMEM106A	11747991_x_at
TMEM106A	11746552_s_at
TMEM106A	
TMEM106A	11730826_x_at
TMEM106A	11758419_s_at
TFAP2E	11735628_at
AMY1A	11758637_x_at
AMY1A	11715490_s_at
AMY1A	
MOB3A	11720493_s_at
MOB3A	
RAD51AP1	
RAD51AP1	11747886_a_at
RAD51AP1	11732192_a_at
RAD51AP1	11732191_s_at
RAD51AP1	11743190_s_at
CCDC200	
IZUMO4	11748569_a_at
IZUMO4	11727260_x_at
IZUMO4	11727259_a_at
IZUMO4	
RNU2-1	
AMY1B	11758637_x_at
AMY1B	11715490_s_at
AMY1B	
RBMS1	11724230_s_at
RBMS1	11724229_s_at
RBMS1	11724228_at
RBMS1	
PLEKHM1	11760941_at
PTPRJ-AS1	
RBM5-AS1	
SEMA3F-AS1	
NUP160	11736254_a_at
NUP160	11744910_a_at
NUP160	11736253_a_at
NUP160	11750870_a_at
NUP160	
CD86	11746658_a_at
CD86	11751135_a_at
CD86	11724998_a_at
CD86	11724997_a_at
CD86	11736375_a_at
CD86	
AMY1C	11758637_x_at
AMY1C	11715490_s_at
AMY1C	11761392_x_at
HPDL	11727046_at
OR2L5	
MAN1C1	11756191_a_at
MAN1C1	11739929_a_at
MAN1C1	11763583_a_at
MAN1C1	
ALOX12-AS1	
CASR	11726227_a_at
CASR	11726226_a_at
CASR	
RPL31P60	
FAAP24	11733191_at
FAAP24	
DYRK4	11731512_a_at
DYRK4	
SELENON	11717809_a_at
SELENON	
BRCA1	11750373_a_at
BRCA1	11749632_a_at
BRCA1	11755416_x_at
BRCA1	11735584_x_at
BRCA1	11744317_x_at
BRCA1	
OR7C1	11741864_at
OR7C1	
HNRNPA1P23	
CSTA	11719480_a_at
CSTA	
MIX23	11728027_x_at
MIX23	
PCSK4	11749198_a_at
PCSK4	11755129_a_at
PCSK4	
MAB21L3	11737474_at
MAB21L3	11737475_at
MAB21L3	
FAM162A	
FAM162A	11716061_a_at
FAM162A	11761485_a_at
NFASC	11756639_a_at
NFASC	11746204_a_at
NFASC	11722323_a_at
NFASC	11722322_at
NFASC	11748592_a_at
NFASC	
AKAP3	11727534_a_at
AKAP3	
WDR5B	11733070_at
WDR5B	11733069_at
KPNA1	11734670_at
KPNA1	11734669_at
KPNA1	11734667_a_at
KPNA1	11734671_a_at
KPNA1	11734668_at
KPNA1	
NDUFA9	
NDUFA9	11757029_a_at
ERVK3-1	11763298_at
ERVK3-1	
BAZ2B	11758040_s_at
BAZ2B	11748950_a_at
BAZ2B	11726097_a_at
BAZ2B	
PDE4C	11751471_a_at
PDE4C	11751472_x_at
PDE4C	11730702_a_at
PDE4C	11730703_a_at
PDE4C	
	11737220_at
GAU1	
GALNT8	11737220_at
GALNT8	
GALNT8	11740479_s_at
PARP9	11756306_a_at
PARP9	11744434_a_at
PARP9	11754379_at
PARP9	
INSIG2	11719141_a_at
INSIG2	11719142_a_at
INSIG2	11719143_x_at
KCNA6	11740479_s_at
KCNA6	11740480_at
KCNA1	11728995_at
KCNA1	11728996_at
DPY19L2	11726007_s_at
DPY19L2	11746453_s_at
DPY19L2	11726008_x_at
DPY19L2	
THSD7B	
THSD7B	11750924_a_at
THSD7B	11734337_at
KCNH7	11735885_a_at
KCNH7	11737809_at
KCNH7	
SELENOI	
SELENOI	11717469_at
SELENOI	11717470_at
SELENOI	11752081_a_at
DTX3L	11717563_a_at
DTX3L	11717561_s_at
DTX3L	11717562_x_at
ZSCAN5C	
PINLYP	11751829_a_at
PINLYP	11762340_at
PINLYP	
CNTN2	11726790_a_at
CNTN2	11726789_a_at
CNTN2	
CNTN2	11726791_at
CBWD2	11755317_x_at
CBWD2	11715327_x_at
CBWD2	
CBWD2	11762509_x_at
CBWD2	11761460_s_at
PARP15	11738475_a_at
PARP15	
SRGAP1	11727977_a_at
SRGAP1	11727978_at
SRGAP1	
SELENOV	11741516_at
SELENOV	
DPRX	11742650_at
NLRP11	11732772_a_at
NLRP11	
EIF4BP8	
EMC3	11716729_a_at
EMC3	
RPL36AP41	
RNU6-87P	
CCDC194	
CCDC194	11760810_at
RNU6-1273P	
RNU6-199P	
VN1R4	11738735_at
METTL7A	11719375_x_at
METTL7A	11757815_s_at
METTL7A	11745465_x_at
SMIM44	
ARHGAP35	11725420_at
ARHGAP35	11748374_a_at
ARHGAP35	11725421_a_at
ARHGAP35	11725422_s_at
ARHGAP35	11746448_a_at
ARHGAP35	
SRPRB	11758775_at
SRPRB	11717378_at
SRPRB	11717377_s_at
SRPRB	
	11742179_at
	11745465_x_at
ATF1	
ATF1	11743164_x_at
ATF1	11751694_a_at
ATF1	11743163_at
NPAS1	11738837_x_at
NPAS1	
RN7SL519P	
TMPRSS12	11735314_at
WWP1P1	
ST3GAL6-AS1	
HIGD1C	11742179_at
POU5F1P3	11736314_x_at
POU5F1P3	11761896_x_at
GCSHP4	
DEFB109F	11753837_s_at
PDLIM1P4	
	11752909_s_at
DCBLD2	11755200_a_at
DCBLD2	11745010_a_at
DCBLD2	11736131_a_at
DCBLD2	11736132_s_at
DCBLD2	
FAM90A1	11755272_s_at
FAM90A1	
ALG1L10P	
FAM86FP	11715114_x_at
FAM86FP	11715113_x_at
FAM86FP	11715182_x_at
FAM86FP	
LINC02449	
MYL6B	11744400_a_at
MYL6B	11753991_x_at
MYL6B	
MYL6B	11747439_a_at
MYL6B	11760908_at
MYL6B	11716794_a_at
DBI	11717827_a_at
DBI	11754122_x_at
DBI	11756026_x_at
DBI	
RNU6-26P	
RNU6-1263P	
ST3GAL6	
ST3GAL6	11743839_a_at
HADHAP2	11754123_s_at
AICDA	11751774_a_at
AICDA	11730924_at
AICDA	11730925_at
AICDA	11753869_a_at
SPAG16	11731255_a_at
SPAG16	11721422_s_at
SPAG16	
KCTD21	11730589_a_at
KCTD21	11730590_x_at
KCTD21	
USP35	11748429_a_at
USP35	11726970_a_at
USP35	
TMEM160	11722222_at
ZC3H4	11724666_at
ZC3H4	11763587_a_at
ZC3H4	
SYPL2	11726220_at
SYPL2	11753167_a_at
SYPL2	11726221_a_at
CCSAP	11720144_s_at
CCSAP	11720143_at
CCSAP	11720145_a_at
CCSAP	11748919_a_at
CPS1	11741247_a_at
CPS1	11721219_a_at
CPS1	11755015_s_at
CPS1	
RNU6-180P	
RN7SKP276	
GAB2	11737624_a_at
GAB2	11724867_a_at
GAB2	
ACTA1	11743108_a_at
ACTA1	11753504_x_at
ACTA1	11743109_x_at
SAE1	
SAE1	11737533_a_at
SAE1	11744108_x_at
SAE1	11751730_x_at
SAE1	11751729_a_at
ZFP69	11735348_a_at
ZFP69	
HSPD1P12	
EXO5-DT	
FOXJ2	11718188_at
FOXJ2	11718189_at
FOXJ2	11762475_at
ZNF684	11730530_at
ZNF684	
ZNF75CP	
LINC02728	
RNU6-311P	
COPS8P3	
ATP5MG	
ATP5MG	11721239_x_at
ATP5MG	11721238_s_at
ATP5MG	11757636_x_at
FYCO1	11745133_a_at
FYCO1	11755818_a_at
FYCO1	11751325_a_at
FYCO1	
RNU6ATAC27P	
SNHG3	
SNORA73A	
SNORA73B	
PRDX3P2	
C3AR1	11721099_at
TRNAU1AP	11726036_at
TRNAU1AP	11756582_a_at
TRNAU1AP	11747084_a_at
TRNAU1AP	
BBC3	11727706_a_at
BBC3	11727707_a_at
NECAP1	11717572_a_at
NECAP1	11717573_s_at
NECAP1	11751439_a_at
NECAP1	11747668_a_at
NECAP1	
NARS2	11743505_a_at
NARS2	
MIR3190	
MIR3191	
CCDC9	
CCDC9	11734182_a_at
SNORD99	
SNORA61	11757156_s_at
SNORA61	11753858_a_at
SNORA61	11753859_x_at
SNORA44	11757156_s_at
SNORA44	11753858_a_at
SNORA44	11757153_x_at
SNORA44	11753859_x_at
SNORA16A	11757156_s_at
SNORA16A	11757153_x_at
SNORA16A	11757142_s_at
RAB42	11737299_at
TAF12-DT	
TTLL3	
TTLL3	11761666_x_at
TTLL3	11739891_at
TTLL3	11748077_x_at
TTLL3	11739892_a_at
RNU11	
AMY2B	11758637_x_at
AMY2B	11715490_s_at
AMY2B	11744433_x_at
AMY2B	
INAFM1	11720442_at
MZF1-AS1	
ACSF2	11719035_a_at
ACSF2	
LINC01836	
NACC1	11758367_s_at
NACC1	11720282_at
PSMD8	11732146_x_at
PSMD8	11732145_a_at
PSMD8	11761486_a_at
PSMD8	
AMY2A	11715490_s_at
AMY2A	11758637_x_at
AMY2A	11744433_x_at
CDK18	11745910_a_at
CDK18	11719765_x_at
CDK18	11719764_s_at
CDK18	11719766_a_at
CDK18	11737808_s_at
CDK18	
AP3D1	11752204_a_at
AP3D1	11742929_a_at
AP3D1	11742928_a_at
AP3D1	
	11728489_a_at
	11747668_a_at
CLEC4A	11728489_a_at
CLEC4A	
EMSY	
EMSY	11758960_at
EMSY	11752761_a_at
EMSY	11758959_at
EMSY	11726348_a_at
EMSY	11760585_at
PDCL3P4	
MICOS10P3	
RNU6-342P	
RPS20P15	
RNU1-96P	
ZNF705A	11737729_at
ZNF705A	11750499_s_at
ZNF705A	11737730_s_at
ZNF705A	
NEK10	11762581_a_at
NEK10	11737119_a_at
NEK10	
ENPP7P5	
MRPS21P9	
PUS7L	11727135_a_at
PUS7L	11727134_s_at
PUS7L	11727136_a_at
PUS7L	
CHAD	11721235_at
RSAD1	11760903_at
RSAD1	11750227_a_at
RSAD1	11750228_x_at
RSAD1	11717205_at
GOLT1A	11754660_a_at
PLEKHA6	11723176_s_at
PLEKHA6	11723175_at
PLEKHA6	
FAIM	
FAIM	11741829_a_at
FAIM	11732554_a_at
MYCBPAP	11724576_at
MYCBPAP	
TWF1	11758185_s_at
TWF1	11716945_s_at
TWF1	11751302_a_at
TWF1	
LINC00628	
PPP1R15B-AS1	
RNA5SP74	
ZMYM1	11751981_a_at
ZMYM1	11734342_a_at
ZMYM1	
ZNF75BP	
CCND2-AS1	
ANGPTL6	11735149_at
ANGPTL6	
IRAK4	11740649_a_at
IRAK4	11742042_a_at
IRAK4	
IRAK4	11734066_x_at
IRAK4	11734067_a_at
RELB	
RELB	11722141_at
EPN3	
EPN3	11730255_at
EPN3	11745095_x_at
EPN3	11730258_a_at
EPN3	11748614_x_at
EPN3	11745094_a_at
EPN3	11730257_at
